10.07222914;11.35659835;-0.027302565
10.94524279;10.03621951;-0.017098116
9.72623402;8.979547637;-0.032969753
9.841845331;12.44303142;0.105694953
10.34618454;13.52784131;-0.03574631
9.747551993;11.34651851;-0.007522054
10.12069844;10.86400041;0.004990693
10.6246867;11.75869141;-0.016804081
9.916682174;10.19342288;-0.05
10.0358106;12.64757891;-0.03313227
10.32681543;12.50282301;0.005178035
10.40318828;12.8182396;0.04715682
10.01169174;11.8202521;-0.025
9.642700464;11.87814231;0.120633488
8.798253575;14.13473875;-0.05
9.700040954;12.31273609;0.056431677
9.707047558;12.34197558;-0.046138093
10.30163319;13.66555378;0.067537113
8.80870535;13.11056134;0.097748594
9.713945232;14.86834016;0.017591619
9.951809929;12.37850565;-0.034125985
8.710412486;16.78720299;-0.025
9.272369178;13.62646159;-0.011763394
10.28794561;11.07302102;0.03260147
9.20436653;15.22461427;-0.030659708
9.843654005;12.7621996;0.023976159
9.754236392;14.08942382;0.009947266
9.361218774;12.58892998;-0.034853734
10.28247645;13.61819884;0.057621402
9.181628928;12.88299802;0.067113381
9.827059464;13.04086791;-0.030686175
10.76765423;11.76814409;0.003092074
9.772482378;12.45082362;-0.035164576
10.23509317;11.66266197;0.027156393
9.837552208;12.09160227;0.029200371
9.281157104;14.02791818;0.070357726
9.809604078;13.04973797;0.064800421
9.991928101;12.58013602;0.002633583
9.986352417;13.25981066;0.052967505
9.428889493;14.10818246;0.132658052
9.286918997;13.17799035;0.109713242
10.04670041;12.89159642;0.066020208
9.023423086;13.26926711;-0.022840405
8.546233227;14.09581065;0.033131025
8.511122612;14.95511418;-0.05
9.166047724;14.02176178;-0.019546584
9.878155318;13.21853437;-0.025
8.488721068;16.50098721;-0.025
10.1587183;12.69399146;0.062347118
9.881707396;13.64706833;0.093921464
9.571397384;13.77204153;0.092728701
9.415152074;13.36459623;-0.025
9.863537208;12.68508472;-0.021237149
9.388013718;13.61314189;0.054230856
9.474837428;13.49561523;-0.019437184
10.16546212;12.05541937;0.097193874
9.084706628;14.42002237;0.058571481
9.958413455;13.08369769;0.097620837
9.79988536;14.05881759;0.030988581
10.10165891;12.20182977;-0.030374979
9.240226028;13.85973691;0.046140656
9.985301981;13.12824028;0.13984056
10.44048533;11.88541102;0.033601706
9.756324438;12.38412428;0.083562387
9.049767232;14.03239094;-0.019871212
9.729703843;14.02305134;0.054209784
10.71220342;12.66761696;-0.015072062
9.764415221;13.44872922;0.066350142
9.668587898;13.50804604;0.109685888
10.11214118;12.36567466;-0.025
10.42202449;11.52550591;0.095778353
9.941080214;13.74656652;-0.025
9.446855689;13.78205084;-0.0209683